week_iso,slug,brand,value,partial_data
2026-04-12,vacuum,eureka,2,0
2026-04-19,vacuum,eureka,2,0
2026-04-26,vacuum,eureka,1,0
2026-05-03,vacuum,eureka,1,0
2026-05-10,vacuum,eureka,1,0
2026-05-17,vacuum,eureka,2,1
2025-05-18,vacuum,hoover,1,0
2025-05-25,vacuum,hoover,1,0
2025-06-01,vacuum,hoover,1,0
2025-06-08,vacuum,hoover,1,0
2025-06-15,vacuum,hoover,1,0
2025-06-22,vacuum,hoover,1,0
2025-06-29,vacuum,hoover,1,0
2025-07-06,vacuum,hoover,1,0
2025-07-13,vacuum,hoover,1,0
2025-07-20,vacuum,hoover,1,0
2025-07-27,vacuum,hoover,1,0
2025-08-03,vacuum,hoover,1,0
2025-08-10,vacuum,hoover,1,0
2025-08-17,vacuum,hoover,1,0
2025-08-24,vacuum,hoover,1,0
2025-08-31,vacuum,hoover,1,0
2025-09-07,vacuum,hoover,1,0
2025-09-14,vacuum,hoover,1,0
2025-09-21,vacuum,hoover,1,0
2025-09-28,vacuum,hoover,1,0
2025-10-05,vacuum,hoover,0,0
2025-10-12,vacuum,hoover,1,0
2025-10-19,vacuum,hoover,1,0
2025-10-26,vacuum,hoover,1,0
2025-11-02,vacuum,hoover,1,0
2025-11-09,vacuum,hoover,1,0
2025-11-16,vacuum,hoover,1,0
2025-11-23,vacuum,hoover,1,0
2025-11-30,vacuum,hoover,1,0
2025-12-07,vacuum,hoover,1,0
2025-12-14,vacuum,hoover,1,0
2025-12-21,vacuum,hoover,1,0
2025-12-28,vacuum,hoover,1,0
2026-01-04,vacuum,hoover,1,0
2026-01-11,vacuum,hoover,1,0
2026-01-18,vacuum,hoover,1,0
2026-01-25,vacuum,hoover,1,0
2026-02-01,vacuum,hoover,1,0
2026-02-08,vacuum,hoover,1,0
2026-02-15,vacuum,hoover,1,0
2026-02-22,vacuum,hoover,1,0
2026-03-01,vacuum,hoover,1,0
2026-03-08,vacuum,hoover,1,0
2026-03-15,vacuum,hoover,1,0
2026-03-22,vacuum,hoover,1,0
2026-03-29,vacuum,hoover,2,0
2026-04-05,vacuum,hoover,3,0
2026-04-12,vacuum,hoover,3,0
2026-04-19,vacuum,hoover,2,0
2026-04-26,vacuum,hoover,2,0
2026-05-03,vacuum,hoover,1,0
2026-05-10,vacuum,hoover,2,0
2026-05-17,vacuum,hoover,2,1
2025-05-18,vacuum,shark navigator,0,0
2025-05-25,vacuum,shark navigator,0,0
2025-06-01,vacuum,shark navigator,0,0
2025-06-08,vacuum,shark navigator,0,0
2025-06-15,vacuum,shark navigator,0,0
2025-06-22,vacuum,shark navigator,0,0
2025-06-29,vacuum,shark navigator,0,0
2025-07-06,vacuum,shark navigator,0,0
2025-07-13,vacuum,shark navigator,0,0
2025-07-20,vacuum,shark navigator,0,0
2025-07-27,vacuum,shark navigator,0,0
2025-08-03,vacuum,shark navigator,0,0
2025-08-10,vacuum,shark navigator,0,0
2025-08-17,vacuum,shark navigator,0,0
2025-08-24,vacuum,shark navigator,0,0
2025-08-31,vacuum,shark navigator,0,0
2025-09-07,vacuum,shark navigator,0,0
2025-09-14,vacuum,shark navigator,0,0
2025-09-21,vacuum,shark navigator,0,0
2025-09-28,vacuum,shark navigator,0,0
2025-10-05,vacuum,shark navigator,0,0
2025-10-12,vacuum,shark navigator,0,0
2025-10-19,vacuum,shark navigator,0,0
2025-10-26,vacuum,shark navigator,0,0
2025-11-02,vacuum,shark navigator,0,0
2025-11-09,vacuum,shark navigator,0,0
2025-11-16,vacuum,shark navigator,0,0
2025-11-23,vacuum,shark navigator,0,0
2025-11-30,vacuum,shark navigator,0,0
2025-12-07,vacuum,shark navigator,0,0
2025-12-14,vacuum,shark navigator,0,0
2025-12-21,vacuum,shark navigator,0,0
2025-12-28,vacuum,shark navigator,0,0
2026-01-04,vacuum,shark navigator,0,0
2026-01-11,vacuum,shark navigator,0,0
2026-01-18,vacuum,shark navigator,0,0
2026-01-25,vacuum,shark navigator,0,0
2026-02-01,vacuum,shark navigator,0,0
2026-02-08,vacuum,shark navigator,0,0
2026-02-15,vacuum,shark navigator,0,0
2026-02-22,vacuum,shark navigator,0,0
2026-03-01,vacuum,shark navigator,0,0
2026-03-08,vacuum,shark navigator,0,0
2026-03-15,vacuum,shark navigator,0,0
2026-03-22,vacuum,shark navigator,1,0
2026-03-29,vacuum,shark navigator,1,0
2026-04-05,vacuum,shark navigator,2,0
2026-04-12,vacuum,shark navigator,2,0
2026-04-19,vacuum,shark navigator,1,0
2026-04-26,vacuum,shark navigator,2,0
2026-05-03,vacuum,shark navigator,1,0
2026-05-10,vacuum,shark navigator,1,0
2026-05-17,vacuum,shark navigator,1,1
