packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
244,20260218,D-0327-2026,"F.H. INVESTMENTS, Inc. (dba Asteria Health)",Ongoing,Class II,Drugs,"Testosterone 75mg, Anastrozole 4mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-4079-32.",Presence of Foreign substance - potential presence of metal particulate matter,Nationwide in the USA,"Lot#: 254000107, Exp. 06/30/2026; 254000111, Exp. 08/07/2026. ."
245,20260218,D-0307-2026,"F.H. INVESTMENTS, Inc. (dba Asteria Health)",Ongoing,Class II,Drugs,"ESTRADIOL, 6 mg, 1 Sterile Pellet, Asteria Health 432 Industrial Ln, Birmingham, AL 35211, NDC: 79559-3006-32.",Presence of Foreign substance - potential presence of metal particulate matter,Nationwide in the USA,"Lot#: 253000127, Exp. 06/09/2026; 253000133, Exp. 06/17/2026; 253000138, Exp. 07/14/2026; 253000141, Exp. 07/21/2026; 253000144, Exp. 07/28/2026; 253000147, Exp. 08/05/2026; 253000148, Exp. 08/07/2026; 253000149, Exp. 08/08/2026; 253000152,  253000153, Exp. 08/22/2026; 253000156, Exp. 09/03/2026; 253000157, Exp. 09/04/2026; 253000159, Exp. 09/05/2026; 253000164, Exp. 09/16/2026; 253000165, Exp. 09/19/2026; 253000170, Exp. 10/03/2026."
246,20260211,D-0301-2026,Unichem Pharmaceuticals USA Inc.,Ongoing,Class II,Drugs,"Bisoprolol Fumarate and Hydrochlorothiazide tablets, USP, 2.5 mg/6.25 mg, 100-count bottle, Rx Only,
Manufactured by: UNICHEM LABORATORIS LTD., Pilerne Ind. Estate, Pilerne, Bardez, Goa 403 511, India,
Manufactured for: UNICHEM PHARMACEUTICALS (USA), INC., East Brunswick, NJ 08816, NDC 29300-187-01",cGMP Deviations: recall due to not meeting the N-Nitroso Bisoprolol impurity specification limits.,US Nationwide and PR.,"Lot # GBHL24005A, Exp Date: 09/2026"
247,20260211,D-0304-2026,"Green Lumber Holdings, LLC",Ongoing,Class I,Drugs,"Green Lumber Natural Fuel For Men capsule, packaged in 2, 4, 10, and 30-count blister packs. GreenLumber.com,
2618 San Miguel Drive, Suite #296, Newport Beach, CA 92660",Marketed without an Approved NDA/ANDA: FDA analysis found this product to contain tadalafil,Nationwide,LOT308EXP03/28
248,20260211,D-0305-2026,Granules Pharmaceuticals Inc.,Ongoing,Class II,Drugs,"Trazodone Hydrochloride, USP, 50 mg, 100-Count Bottle, Rx only, Manufactured by: Granules India Limited,
Hyderabad, 500 081, India, Manufactured for: Granules Pharmaceuticals Inc., Chantilly, VA 20151, NDC
70010-231-01.",Presence of Foreign Tablets/Capsules,US Nationwide.,"Batch # 6160008A, Exp Date: 12/31/2026"
249,20260211,D-0342-2026,SUN PHARMACEUTICAL INDUSTRIES INC,Ongoing,Class II,Drugs,"Diclofenac Sodium, Topical Gel, 3%, 100 g tube, Rx only, Mfd. by: Taro Pharmaceuticals Inc., Brampton,
Ontario, Canada L6T 1C1, Dist. by Taro Pharmaceuticals U.S.A., Inc., Hawthorne, NY 10532, NDC 51672-1363-7","Failed Viscosity Specifications: Out of Specification (OOS) [slightly lower than the limit]
result in viscosity for Diclofenac Sodium Gel, 3%.",US Nationwide.,"Lot # AD92721, Exp Date: 3/31/2027."
250,20260211,D-0332-2026,HANDELNINE GLOBAL LLC,Ongoing,Class I,Drugs,"Rheumacare capsules, 30 count bottle, Mfg in India by: Virgo UAP Pharma Pvt. Ltd., Ahmedabad, India UPC 8 904218 700313",CGMP Deviations: product found to contain lead.,Product was distributed to one customer in NY.,"Lot: CAM040, Exp. 06/30/2029 Lot: CAL079-N, Exp. 09/30/2028"
251,20260204,D-0297-2026,Haleon US Holdings LLC,Ongoing,Class III,Drugs,"parodontax (cetylpyridinium chloride)ACTIVE GUM HEALTH, Mouthwash, Mint. Net Wt 16.9 FL OZ (500 mL),
Distributed by Haleon, Warren, NJ 07059. NDC 0135-0651-02","Labeling: Incorrect or Missing Lot and/or Exp Date: Potential for missing or illegible lot and
expiration date coding on the bottles.",Nationwide in the USA,"Lot #: 0665363, Exp 08/31/2027. Lot number and Exp Date may not appear on the 500 mL bottle."
252,20260204,D-0296-2026,Baxter Healthcare Corporation,Ongoing,Class II,Drugs,"Sterile Water for Irrigation, 250 mL, Single-Dose Plastic Bottle, Rx Only, Baxter Healthcare Corporation
Deerfield, IL 60015 NDC: 0338-0004-02.",Presence of particulate matter: plastic particles from the bottle rim were observed floating into the solution,Nationwide,"Lot #: G171359, expiry: 05/31/2027"
253,20260204,D-0300-2026,NOVADOZ PHARMACEUTICALS LLC,Ongoing,Class III,Drugs,"Glycopyrrolate Oral Solution, 1 mg/5 mL, 16 oz. (473 mL), Rx only, Manufactured by: MSN Pharmaceuticals Inc.,
Piscataway, NJ 08854, Distributed by: Novadoz Pharmaceuticals LLC, Piscataway, NJ 08854, NDC 72205-070-72",Failed Impurities/Degradation Specifications,US Nationwide.,"Lot # CB2505159A, CB2505160A, Exp Date: 04/2027; Lot # CB2505161A, Exp Date: 05/2027"
254,20260204,D-0299-2026,Greenstone Llc,Ongoing,Class II,Drugs,"methylprednisolone tablets, USP Dosepak, 4 mg, 1 Blister Card per Carton containing 21 Tablets, Rx only,
Distributed by: Greenstone LLC, Peapack, NJ 07977. NDC 59762-4440-2","Labeling: Not Elsewhere Classified. Incorrect orientation of the blister foil applied to the
blister cavities, which results in incorrect dosing information when following the directions on
the foil.",Nationwide within the United States,"Lot # LG7675, Exp. Date Nov 2026"
255,20260204,D-0298-2026,"Sato Pharmaceutical Co., Ltd",Ongoing,Class II,Drugs,"INON ACE Antacid tablets (magnesium aluminosilicate, magnesium hydroxide and simethicone), 75-count bottle,
Manufactured by: Sato Pharmaceutical Co., Ltd., NDC 49873-402-01",Failed Disintegration Specifications: above the time expected.,CA and HI,"Lot#: PWXT, Exp 1/31/2027"
256,20260128,D-0291-2026,"Cipla USA, Inc.",Ongoing,Class III,Drugs,"Diclofenac Sodium Topical Gel, 1%, NET WT 100 g (3.53 oz), Manufactured by: DPT Laboratories, Ltd., 307 E
Josephine Street, San Antonio, TX 78215.  NDC: 76282-103-39",Failed PH Specifications,Nationwide in the USA,Batch XHBG; Exp. 08/31/2027
257,20260128,D-0295-2026,Zydus Pharmaceuticals (USA) Inc,Ongoing,Class II,Drugs,"Icosapent Ethyl capsules, 1 gram, 120-count bottles, Rx only, Manufactured by: Softgel Healthcare Pvt. Ltd.,
India, Distributed by: Zydus Pharmaceuticals (USA) Inc., Pennington, NJ 08534, NDC 70710-1592-07",Subpotent Drug: Due to oxidation caused by leakage of the contents of the capsules,US Nationwide.,"Lot # S2520304, S2520333, Exp 2/28/2027; S2540186, Exp 4/30/2027"
258,20260128,D-0293-2026,Graviti Pharmaceuticals Private Limited,Ongoing,Class II,Drugs,"Furosemide Tablets, USP 40 mg, 1,000 Tablets, Rx Only, Manufactured for: Rising Pharmaceuticals Inc., East
Brunswick, NJ 08816, Manufactured by: Graviti Pharmaceuticals Pvt. Ltd. Telangana - 502307, India, NDC
64980-563-10.",Presence of Foreign Substance,U.S. Nationwide,Lot# FUB125042G; Exp. 05/13/2027
259,20260128,D-0294-2026,Specialty Process Labs LLC,Ongoing,Class II,Drugs,"Thyroid, USP, Rx only, Net Wt: 0.50kg, For Manufacturing, Processing or Repackaging Use Only, Specialty
Process Labs, Phoenix, AZ 85034, NDC 81305-100-02",Subpotent Drug,U.S. Nationwide,Lot #H22254-1XV; Exp. 01/31/2027
260,20260121,D-0277-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"TYLENOL a) 500 MG., 2'S DISPLAY, 50CT; b) COLD & FLU, 25CT/2S; c) COLD & FLU SEVERE, 2PK, 50CT; d) PM, 50CT;
e) SINUS SEVERE, 2PK, 50CT",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
261,20260121,D-0268-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,LIQUID DAYQUIL 12/8oz,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
262,20260121,D-0270-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,EXCEDRIN MIGRAINE 2'S- 25 CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
263,20260121,D-0280-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Swan, White Clear Alcohol, 50%, 16oz, 12 count",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
264,20260121,D-0283-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Personal Care, Vaporizing Chest Rub, 4 oz, 12 count, UPC 048155903319",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
265,20260121,D-0285-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Petroleum jelly: a) Vaseline Petroleum Jelly, 1.75, 12CT, UPC: 6001085120946; b) Vaseline Men Cooling
Petroleum Jelly, 100ML, 12CT, UPC: 60022141; c) Vaseline Vitamin E, Petroleum Jelly, 100ML, 12CT, UPC:
6001085121028; MEN FRESH PETROLEUM JELLY, 100ML, 12CT, UPC: 60022127; d) Lucky Petroleum Jelly, 6 OZ, 12 PK,
UPC: 808829081466;048155903562; e) Lucky Petroleum Jelly, COCOA, 6oz, 12ct, UPC: 808829081572, 048155922150;
f) Personal Care, CREAMY PETROLEUM JELLY, 4.5oz, 12CT, UPC: 048155908642; g) Personal Care, CREAMY COCOA
PETROLEUM JELLY, 4.5oz, 12CT, UPC: 048155922242; h) SOFTEE, PETROLEUM JELLY, 5oz, 12CT, UPC: 096002007208",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
266,20260121,D-0262-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Aleve 1's, 60 CT",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
267,20260121,D-0279-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"TUMS a) Assorted, 12 Ct.; b) Extra Strength (EX) Assorted Berries, 12-count #1194A *05/27; c)Extra Strength
(EX) Assorted Fruit, 12-count, #1194C *03/27",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
268,20260121,D-0271-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,MOTRIN 2'S DISP.- 50CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
269,20260121,D-0284-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"LUCKY ICE, Cool Mouthwash, Alcohol Free, 16.9oz, 12CT, UPC: 808829108989",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
270,20260121,D-0281-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Personal Care, Ice Gel, 8oz, 12 count, UPC 048155903463",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
271,20260121,D-0269-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,EXCEDRIN 2'S DISP.- 30 CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
272,20260121,D-0287-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Toothpaste: a) COLGATE, TOOTHPASTE, WHITENING, 2.5oz, 24ct; UPC: 035000511065; b) COLGATE, TOOTHPASTE,
Regular, 2.5oz, 24ct, UPC: 035000511058; c) COLGATE, TOOTHPASTE, TRIPLE, 2.5oz, 24ct, UPC: 035000512109; d)
COLGATE, TOOTHPASTE, MINT ZING, 24CT, 2.5oz, UPC: 035000744609; COLGATE, MAXFRESH, SPICY FRESH, RED TOOTH
PASTE, 72CT, 150G; e) CREST, TOOTHPASTE, 40CT, 8.2OZ, UPC: 037000247081",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
273,20260121,D-0256-2026,SUN PHARMACEUTICAL INDUSTRIES INC,Ongoing,Class III,Drugs,"Fluocinolone Acetonide Solution Topical Solution USP, 0.01%, 60-mL bottles, Rx only, Dist. by: Taro
Pharmaceuticals Inc., Hawthorn, NY 10532. NDC 51672-1365-4","Failed Impurities/Degradation Specifications: Out of specification result was obtained for the
known impurity D.",Nationwide within the USA,"Lot #: AD81290, AD81291, AD81292 and AD81293, Exp. Date 1/31/2027"
274,20260121,D-0286-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Deodorant: a) Axe, Body Spray, Wild Spice, 6CT, 150ML, UPC: 600108736469; b) LUCKY MENS STICK DEODORANT,
SPRING FRESH, 24CT, 2.5 OZ, UPC: 808829111668; c) LUCKY MENS STICK DEODORANT, FRESH COMFORT, 24CT, 1.6 OZ,
UPC: 808829089103; d) LADY  DEODORANT, CHERRY BLOSSOSM, 24CT, 1.8oz, UPC: 048155921092; e) AXE, BODY SPRAY,
APOLLO, 6CT, 150ML; f) AXE, BODY SPRAY, BLACK, 6CT, 150ML; g) AXE, BODY SPRAY, DARK TEMPTATION, 6CT, 150ML; h)
AXE, BODY SPRAY, GOLD, 6CT, 150ML; i) AXE, BODY SPRAY, EXCITE, 6CT, 150ML; j) AXE, BODY SPRAY, ICE CHILL, 6CT,
150ML; k) AXE, BODY SPRAY, MUSK, 6CT, 150ML; l) AXE, DEODORANT SPRAY, ADRENALIN, 6CT, 150ML",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
275,20260121,D-0274-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"CHILDREN NYQUIL, COLD&FLU, BERRY, 8oz, 12ct",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
276,20260121,D-0278-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Halls Cough Drops a) BAGS, MENTHOL, 12CT; b) BAGS, HONEY LEM, 12CT; c) BAGS, DEFENSE CITRUS, 12CT; d) BAGS,
CHERRY, 12CT; e) M. CHERRY, 20 STK; f) BRAZIL, Cherry, 21CT/27.5G; f) LEMON. HONEY, 20CT #1180E; g) LIME
FRESH, 20CT, #1182; h) MENTHOL BLUE, 20CT, #1180A; i) BRAZIL, Menthol, 21CT/27.5G, j) M . STRAWBERRY, 20 STK;
k) DEFENSE, VITAMIN C, 20CT, #1181",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
277,20260121,D-0261-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Advil a) Ibuprofen, Dispenser Pack, 2 tablet packets in box containing 50 individual packets, UPC:
305730154895; b) PM, Ibuprofen, Dispenser Pack, 2 Caplet packets in box containing 50 packets, UPC:
305730164559",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
278,20260121,D-0275-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,PEPTO BISMOL 32CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
279,20260121,D-0282-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Carmex a) jar, 12 count, UPC: 083078123154, 083078113155; b) Tube, PEG, 12 count, UPC: 083078123147, 083078113148",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
280,20260121,D-0260-2026,Encon Safety Products Co,Ongoing,Class II,Drugs,"AQ 120 GFEW, Aquarion Preserved Cartridges (2) 3.7 Gallons each",cGMP deviations.,Nationwide within the United States,"Lot #: 239066, Exp. Date 1/24/2027; 378106, Exp. Date 3/8/2026; 379202, Exp. Date 3/29/2026; 379750, Exp. Date 4/24/2026; 380983, Exp. Date 5/24/2026; 382901, Exp. Date 7/11/2026; 384682, Exp. Date 8/16/2026; 386189, Exp. Date 9/20/2026; 387559, Exp. Date 10/11/2026; 388381, Exp. Date 11/2/2026; 398066, Exp. Date 1/24/2027; 389477, Exp. Date 2/21/2027; 392491, Exp. Date 3/13/2027; 393724, Exp. Date 4/3/2027, 394683, Exp. Date 4/29/2027; 395094, Exp. Date 5/29/2027; 395231, Exp. Date 6/18/2027; 395368, Exp. Date 7/17/2027, 397971, Exp. Date 11/8/2027; 398930, Exp. Date 8/28/2027; 399204, Exp. Date 9/25/2027; 400300, Exp. Date 10/16/2027; 403177, Exp. Date 11/8/2027; 403314, Exp. Date 11/25/2027; 405095, Exp. Date 1/24/2028; 406328, Exp. Date 2/14/2028; 407700, Exp. Date 4/3/2028; 407974, Exp. Date 4/17/2028; ; 410166, Exp. Date 6/13/2028; 410988, Exp. Date 7/1/2028."
281,20260121,D-0272-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"LIQUID NYQUIL a) regular, 12/8oz; b) cherry, 12/8oz",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
282,20260121,D-0290-2026,"Cipla USA, Inc.",Ongoing,Class II,Drugs,"Lanreotide Injection, 120 mg/0.5 mL, 0.5 mL per pre-filled syringe, For deep subcutaneous injection, Rx Only,
Manufactured for: Cipla USA, Inc., 10 Independence Boulevard, Suite 300, Warren, NJ 07059.  NDC:  69097-870-67",Presence of Particulate Matter.,Nationwide in the USA,"Lot, expiry:   4301954IR1 , exp  31/10/2026 ;  4301994IR1 , exp  31/10/2026 ;  4301995IR1 , exp  31/10/2026 ;  4301996IR1 , exp  31/10/2026 ;  4400005IR1 , exp  30/11/2026 ;  4400006IR1 , exp  30/11/2026 ;  4400007IR1 , exp  30/11/2026 ;  4400124IR1 , exp  30/11/2026 ;  4400154IR1 , exp  30/11/2026 ;  4400155IR1 , exp  30/11/2026 ;  4400156IR1 , exp  30/11/2026 ;  4400373IR1 , exp  31/12/2026 ;  4400374IR1 , exp  31/12/2026 ;  4400375IR1 , exp  31/12/2026 ;  4400455IR1 , exp  31/1/2027 ;  4400456IR1 , exp  31/1/2027 ;  4400457IR1 , exp  31/1/2027 ;  4400544IR1 , exp  28/2/2027 ;  4400606IR1 , exp  28/2/2027 ;  4400607IR1 , exp  28/2/2027 ;  4400696IR1 , exp  28/2/2027 ;  4400697IR1 , exp  28/2/2027 ;  4400779IR1 , exp  28/2/2027 ;  4400780IR1 , exp  28/2/2027 ;  4400781IR1 , exp  28/2/2027 ;  4400844IR1 , exp  31/3/2027 ;  4400845IR1 , exp  31/3/2027 ;  4400849IR1 , exp  31/3/2027 ;  4400984IR1 , exp  31/3/2027 ;  4400985RIR , exp  31/3/2027 ;  4400986IR1 , exp  31/3/2027 ;  4401023IR1 , exp  31/3/2027 ;"
283,20260121,D-0273-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,NYQUIL COLD & FLU -32CT/2PK,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
284,20260121,D-0266-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Claritin, 20 Count, UPC: 655708016305",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
285,20260121,D-0258-2026,"Advanced Pharmaceutical Technology, Inc.",Ongoing,Class II,Drugs,"TESTO-100 CIII (testosterone 100 mg), 10 Sterile Pellets per carton, Rx only, Manufactured by: Advanced
Pharmaceutical Technology, 132 South Central Avenue, Elmsford, NY 10523, NDC# 57377-100-01",Lack of Assurance of Sterility: Potential microbial contamination of subcutaneous pellets.,"GA, NY, TX, Puerto Rico, United Kingdom, Malta, Greece","Lot #: P-22-3, Exp 06-2027"
286,20260121,D-0259-2026,"Alvogen, Inc",Ongoing,Class II,Drugs,"Levothyroxine Sodium Tablets, USP, Thyro-Tabs, 150mcg, 1000 Tablets, Rx only, Manufactured by: LLOYD, Inc.,
Shenandoah, IA, 51601 USA, Distributed by: Alvogen, Inc., Pine Brook, NJ 07058 USA, NDC: 47781-662-10.","Product Mix-Up: A single bottle of this lot was reported by a pharmacy to contain 88 mcg tablets
instead of 150 mcg tablets.",US Nationwide.,"Lot # MHA21825, Exp Date: December 31, 2027"
287,20260121,D-0265-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,Bayer 2Pk- 25 CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
288,20260121,D-0276-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,PEPCID COMPLETE - 25CT,CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
289,20260121,D-0267-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"DAYQUIL COLD & FLU, 32CT/2PK",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
290,20260121,D-0263-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Alka Seltzer, a) Original, 2 tablets per packet in 58 count box, UPC: 815556020033, 016500514473, b) Plus Cold
& Flu, 2 tablets per packet  in 36 count box, UPC: 016500594932",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
291,20260121,D-0264-2026,GOLD STAR DISTRIBUTION INC,Ongoing,Class II,Drugs,"Benadryl, 25'S 2PK Box, UPC 815556020316",CGMP Deviations: Insanitary conditions including rodent exposure/activity in their distribution center.,US Nationwide.,All lots within expiry distributed by Gold Star Distribution.
292,20260121,D-0257-2026,SUN PHARMACEUTICAL INDUSTRIES INC,Ongoing,Class III,Drugs,"Clindamycin Phosphate USP, 1% (10 mg/mL), Topical Solution, 60 mL per applicator bottle, Rx only, Mfd. by:
Taro Pharmaceutical Industries Ltd., Haifa Bay, Israel; Dist. by: Taro Pharmaceuticals USA, Inc., Hawthorne,
NY 10532, NDC# 51672-4081-4",Failed Impurities/Degradation: Out of Specification results for Total Impurities and for Assay.,Nationwide in the USA.,"Lot#:  AD30154, AD31143, AD31145, Exp 11/30/2025"
293,20260114,D-0289-2026,"Medinatura New Mexico, inc.",Ongoing,Class I,Drugs,"ClearLife Allergy Nasal Spray, Extra Strength, 0.68 fl. oz. (20 mL) bottles, Distributed by: MediNatura, 10421
Research Rd., SE, Albuquerque, NM 87123, NDC 62795-4006-9, UPC 787647101887","Microbial Contamination of Non-Sterile Products: The products have been found to contain
yeast/mold and microbial contamination identified as Achromobacter.",Nationwide in the US,All lots within expiry.
294,20260114,D-0254-2026,"SpecGx, LLC",Ongoing,Class II,Drugs,"Oxycodone and Acetaminophen CII Tablets USP, 10mg/325 mg, 100 tablets, Rx only, SpecGx LLC, Webster Groves, MO
63119, NDC 0406-0523-01.",Failed Tablet/Capsule Specification: There is a potential for the imprint to be missing on tablets.,Nationwide,"Lot: 0523J23904, expires: 05/2027; 0523J24426, 0523J24427, expires: 06/2027."
295,20260114,D-0251-2026,"Imprimis NJOF, LLC",Ongoing,Class II,Drugs,"Tri-Moxi+¿  (Triamcinolone 9mg/0.6mL, Moxifloxacin 0.6 mg/ 0.6 mL) Single-Use Intraocular Injection, Imprimis
NJOF, LLC., 1705 Route 46 West, Unit 6B, Ledgewood, NJ 07852. NDC 71384-746-06.",Presence of particulate matter - Glass like particles.,U.S Nationwide,"Lot: 25JAN033A, 25JAN033B, Expires: 02/12/2026."
296,20260114,D-0288-2026,"Medinatura New Mexico, inc.",Ongoing,Class I,Drugs,"ReBoost Nasal Spray, 0.68 fl. oz. (20 mL) bottles, Distributed by: MediNatura, 10421 Research Rd., SE,
Albuquerque, NM 87123, NDC 62795-4005-9, UPC 787647101863","Microbial Contamination of Non-Sterile Products: The products have been found to contain
yeast/mold and microbial contamination identified as Achromobacter.",Nationwide in the US,All lots within expiry.
297,20260114,D-0252-2026,"Signature Formulations, LLC",Ongoing,Class II,Drugs,"ORL Kids Mouthwash, Bubblegum Flavor, 16.9 oz. (500ml) per bottle, ORL Labs, LLC, Scottsdale, Arizona USA",cGMP Deviations,AZ only,"Lot #: 250505P9, Exp. Date 05/27"
298,20260114,D-0255-2026,"SpecGx, LLC",Ongoing,Class II,Drugs,"Oxycodone and Acetaminophen CII Tablets USP, 7.5 mg/325 mg, 100 tablets, Rx only, SpecGx LLC, Webster Groves,
MO 63119, NDC 0406-0522-01.  Case label: SpecGx LLC, NDC 0406052201, Exp. 2027/03, Lot: 0522J23493",Failed Tablet/Capsule Specification: There is a potential for the imprint to be missing on tablets.,Nationwide,"Lot: 0522J23493, expires: 03/2027."
299,20260114,D-0253-2026,"Signature Formulations, LLC",Ongoing,Class II,Drugs,"ORL Kids Natural Toothpaste, Bubblegum Flavor, 4 oz (120ml), ORL Labs, LLC, Scottsdale, Arizona USA",cGMP Deviations,AZ only,"Lot #: 250520P4, Exp. Date 05/27"
300,20260114,D-0292-2026,AvKARE,Ongoing,Class II,Drugs,"Rosuvastatin Tablets, USP, 10 mg, Rx Only, 50 Tablets (5 x 10) Unit Dose per carton, Manufactured for: AvKARE,
Pulaski, TN 38478.  NDC:  50268-709-15",Out of specification for dissolution.,Nationwide in the USA,"Lot #49124, Exp Date 12/31/2026"
301,20260114,D-0248-2026,Alembic Pharmaceuticals Limited,Ongoing,Class III,Drugs,"Fesoterodine Fumarate, Extended-release Tablets, 8 mg, 30 Tablets, Rx only, Manufactured by: Alembic
Pharmaceuticals Limited, Panelav 389350, Gujarat, India, Manufactured for: Alembic Pharmaceuticals, Inc.,
Bedminster, NJ 07921, USA, NDC 62332-176-30","Failed Impurities/Degradation Specifications: Due to levels of 'Diester Impurity' exceeding the
specification limit.",US Nationwide and PR.,"Lot# 2405003360, Exp Date: Jan 31, 2026"
302,20260114,D-0250-2026,"Imprimis NJOF, LLC",Ongoing,Class II,Drugs,"Dexamethasone  Moxifloxacin  Ketorolac, 1 mg/mL, 0.5 mg/mL, 0.4 mg/mL) Single-Use Intraocular Injection,
Imprimis NJOF, LLC., 1705 Route 46 West, Unit 6B, Ledgewood, NJ 07852, NDC 71384-513-01.",Presence of particulate matter - Glass like particles.,U.S Nationwide,"Lot: 25APR001A, 25APR001B, Expires: 04/03/2026."
303,20260114,D-0249-2026,"Imprimis NJOF, LLC",Ongoing,Class II,Drugs,"Dexamethasone   Moxifloxacin, 1 mg/mL and 5 mg/mL, 1 mL Intraocular Injection, Rx only, Imprimis NJOF, LLC,
Ledgewood, NJ 07852, NDC 71384-512-0.1",Presence of particulate matter - Glass like particles.,U.S Nationwide,"Lot: 25MAY051, Expires: 06/26/2026; 25AUG003, Expires:08/07/2026"
